2016-11-15T09:15:00,LightBedroom,ON,100
2016-11-15T09:18:00,LightBedroom,OFF,0
2016-11-15T09:18:20,BedroomDoor,ON,100
2016-11-15T09:18:40,BedroomDoor,OFF,0
2016-11-15T09:18:45,Entrance,ON,100
2016-11-15T09:18:45,Corridor,ON,100
2016-11-15T09:18:50,Toilet,ON,100
2016-11-15T09:18:50,Entrance,OFF,0
2016-11-15T09:18:50,Corridor,OFF,0
2016-11-15T09:22:50,Toilet,OFF,0
2016-11-15T09:22:50,Entrance,ON,100
2016-11-15T09:22:50,Corridor,ON,100
2016-11-15T09:22:55,Kettle,ON,100
2016-11-15T09:23:00,Corridor,OFF,0
2016-11-15T09:24:00,Entrance,OFF,0
2016-11-15T09:24:05,Cupboard6,ON,100
2016-11-15T09:24:10,Cupboard6,OFF,0
2016-11-15T09:24:15,Radio,ON,100
2016-11-15T09:24:55,Kettle,OFF,0
2016-11-16T09:15:00,LightBedroom,ON,100
2016-11-16T09:18:00,LightBedroom,OFF,0
2016-11-16T09:18:20,BedroomDoor,ON,100
2016-11-16T09:18:40,BedroomDoor,OFF,0
2016-11-16T09:18:45,Entrance,ON,100
2016-11-16T09:18:45,Corridor,ON,100
2016-11-16T09:18:50,Toilet,ON,100
2016-11-16T09:18:50,Corridor,OFF,0
2016-11-16T09:18:50,Entrance,OFF,0
2016-11-16T09:22:50,Toilet,OFF,0
2016-11-16T09:22:50,Entrance,ON,100
2016-11-16T09:22:50,Corridor,ON,100
2016-11-16T09:22:55,Kettle,ON,100
2016-11-16T09:23:00,Corridor,OFF,0
2016-11-16T09:24:05,Cupboard6,ON,100
2016-11-16T09:24:10,Cupboard6,OFF,0
2016-11-16T09:24:15,Radio,ON,100
2016-11-16T09:24:55,Kettle,OFF,0
2016-11-17T09:15:00,LightBedroom,ON,100
2016-11-17T09:18:00,LightBedroom,OFF,0
2016-11-17T09:18:20,BedroomDoor,ON,100
2016-11-17T09:18:40,BedroomDoor,OFF,0
2016-11-17T09:18:45,Corridor,ON,100
2016-11-17T09:18:45,Entrance,ON,100
2016-11-17T09:18:50,Toilet,ON,100
2016-11-17T09:18:50,Entrance,OFF,0
2016-11-17T09:18:50,Corridor,OFF,0
2016-11-17T09:22:50,Toilet,OFF,0
2016-11-17T09:22:50,Corridor,ON,100
2016-11-17T09:22:50,Entrance,ON,100
2016-11-17T09:22:55,Kettle,ON,100
2016-11-17T09:23:00,Corridor,OFF,0
2016-11-17T09:24:00,Entrance,OFF,0
2016-11-17T09:24:05,Cupboard6,ON,100
2016-11-17T09:24:10,Cupboard6,OFF,0
2016-11-17T09:24:15,Radio,ON,100
2016-11-17T09:24:55,Kettle,OFF,0
2016-11-18T09:15:00,LightBedroom,ON,100
2016-11-18T09:18:00,LightBedroom,OFF,0
2016-11-18T09:18:20,BedroomDoor,ON,100
2016-11-18T09:18:40,BedroomDoor,OFF,0
2016-11-18T09:18:45,Corridor,ON,100
2016-11-18T09:18:45,Entrance,ON,100
2016-11-18T09:18:50,Toilet,ON,100
2016-11-18T09:18:50,Entrance,OFF,0
2016-11-18T09:18:50,Corridor,OFF,0
2016-11-18T09:22:50,Toilet,OFF,0
2016-11-18T09:22:50,Corridor,ON,100
2016-11-18T09:22:50,Entrance,ON,100
2016-11-18T09:22:55,Kettle,ON,100
2016-11-18T09:23:00,Corridor,OFF,0
2016-11-18T09:24:00,Entrance,OFF,0
2016-11-18T09:24:05,Cupboard6,ON,100
2016-11-18T09:24:10,Cupboard6,OFF,0
2016-11-18T09:24:15,Radio,ON,100
2016-11-18T09:24:55,Kettle,OFF,0
2016-11-19T09:15:00,LightBedroom,ON,100
2016-11-19T09:18:00,LightBedroom,OFF,0
2016-11-19T09:18:20,BedroomDoor,ON,100
2016-11-19T09:18:40,BedroomDoor,OFF,0
2016-11-19T09:18:45,Entrance,ON,100
2016-11-19T09:18:45,Corridor,ON,100
2016-11-19T09:18:50,Toilet,ON,100
2016-11-19T09:18:50,Entrance,OFF,0
2016-11-19T09:18:50,Corridor,OFF,0
2016-11-19T09:22:50,Toilet,OFF,0
2016-11-19T09:22:50,Corridor,ON,100
2016-11-19T09:22:50,Entrance,ON,100
2016-11-19T09:22:55,Kettle,ON,100
2016-11-19T09:23:00,Corridor,OFF,0
2016-11-19T09:24:00,Entrance,OFF,0
2016-11-19T09:24:05,Cupboard6,ON,100
2016-11-19T09:24:10,Cupboard6,OFF,0
2016-11-19T09:24:15,Radio,ON,100
2016-11-19T09:24:55,Kettle,OFF,0
2016-11-20T09:15:00,LightBedroom,ON,100
2016-11-20T09:18:00,LightBedroom,OFF,0
2016-11-20T09:18:20,BedroomDoor,ON,100
2016-11-20T09:18:40,BedroomDoor,OFF,0
2016-11-20T09:18:45,Entrance,ON,100
2016-11-20T09:18:45,Corridor,ON,100
2016-11-20T09:18:50,Toilet,ON,100
2016-11-20T09:18:50,Entrance,OFF,0
2016-11-20T09:18:50,Corridor,OFF,0
2016-11-20T09:22:50,Toilet,OFF,0
2016-11-20T09:22:50,Corridor,ON,100
2016-11-20T09:22:50,Entrance,ON,100
2016-11-20T09:22:55,Kettle,ON,100
2016-11-20T09:23:00,Corridor,OFF,0
2016-11-20T09:24:00,Entrance,OFF,0
2016-11-20T09:24:05,Cupboard6,ON,100
2016-11-20T09:24:10,Cupboard6,OFF,0
2016-11-20T09:24:15,Radio,ON,100
2016-11-20T09:24:55,Kettle,OFF,0
2016-11-21T09:15:00,LightBedroom,ON,100
2016-11-21T09:18:00,LightBedroom,OFF,0
2016-11-21T09:18:20,BedroomDoor,ON,100
2016-11-21T09:18:40,BedroomDoor,OFF,0
2016-11-21T09:18:45,Entrance,ON,100
2016-11-21T09:18:45,Corridor,ON,100
2016-11-21T09:18:50,Toilet,ON,100
2016-11-21T09:18:50,Entrance,OFF,0
2016-11-21T09:18:50,Corridor,OFF,0
2016-11-21T09:22:50,Toilet,OFF,0
2016-11-21T09:22:50,Corridor,ON,100
2016-11-21T09:22:50,Entrance,ON,100
2016-11-21T09:22:55,Kettle,ON,100
2016-11-21T09:23:00,Corridor,OFF,0
2016-11-21T09:24:00,Entrance,OFF,0
2016-11-21T09:24:05,Cupboard6,ON,100
2016-11-21T09:24:10,Cupboard6,OFF,0
2016-11-21T09:24:15,Radio,ON,100
2016-11-21T09:24:55,Kettle,OFF,0
2016-11-22T09:15:00,LightBedroom,ON,100
2016-11-22T09:18:00,LightBedroom,OFF,0
2016-11-22T09:18:20,BedroomDoor,ON,100
2016-11-22T09:18:40,BedroomDoor,OFF,0
2016-11-22T09:18:45,Entrance,ON,100
2016-11-22T09:18:45,Corridor,ON,100
2016-11-22T09:18:50,Toilet,ON,100
2016-11-22T09:18:50,Entrance,OFF,0
2016-11-22T09:18:50,Corridor,OFF,0
2016-11-22T09:22:50,Toilet,OFF,0
2016-11-22T09:22:50,Corridor,ON,100
2016-11-22T09:22:50,Entrance,ON,100
2016-11-22T09:22:55,Kettle,ON,100
2016-11-22T09:23:00,Corridor,OFF,0
2016-11-22T09:24:00,Entrance,OFF,0
2016-11-22T09:24:05,Cupboard6,ON,100
2016-11-22T09:24:10,Cupboard6,OFF,0
2016-11-22T09:24:15,Radio,ON,100
2016-11-22T09:24:55,Kettle,OFF,0
2016-11-23T09:15:00,LightBedroom,ON,100
2016-11-23T09:18:00,LightBedroom,OFF,0
2016-11-23T09:18:20,BedroomDoor,ON,100
2016-11-23T09:18:40,BedroomDoor,OFF,0
2016-11-23T09:18:45,Entrance,ON,100
2016-11-23T09:18:45,Corridor,ON,100
2016-11-23T09:18:50,Toilet,ON,100
2016-11-23T09:18:50,Entrance,OFF,0
2016-11-23T09:18:50,Corridor,OFF,0
2016-11-23T09:22:50,Toilet,OFF,0
2016-11-23T09:22:50,Corridor,ON,100
2016-11-23T09:22:50,Entrance,ON,100
2016-11-23T09:22:55,Kettle,ON,100
2016-11-23T09:23:00,Corridor,OFF,0
2016-11-23T09:24:00,Entrance,OFF,0
2016-11-23T09:24:05,Cupboard6,ON,100
2016-11-23T09:24:10,Cupboard6,OFF,0
2016-11-23T09:24:15,Radio,ON,100
2016-11-23T09:24:55,Kettle,OFF,0
2016-11-24T09:15:00,LightBedroom,ON,100
2016-11-24T09:18:00,LightBedroom,OFF,0
2016-11-24T09:18:20,BedroomDoor,ON,100
2016-11-24T09:18:40,BedroomDoor,OFF,0
2016-11-24T09:18:45,Entrance,ON,100
2016-11-24T09:18:45,Corridor,ON,100
2016-11-24T09:18:50,Toilet,ON,100
2016-11-24T09:18:50,Entrance,OFF,0
2016-11-24T09:18:50,Corridor,OFF,0
2016-11-24T09:22:50,Toilet,OFF,0
2016-11-24T09:22:50,Corridor,ON,100
2016-11-24T09:22:50,Entrance,ON,100
2016-11-24T09:22:55,Kettle,ON,100
2016-11-24T09:23:00,Corridor,OFF,0
2016-11-24T09:24:00,Entrance,OFF,0
2016-11-24T09:24:05,Cupboard6,ON,100
2016-11-24T09:24:10,Cupboard6,OFF,0
2016-11-24T09:24:15,Radio,ON,100
2016-11-24T09:24:55,Kettle,OFF,0
2016-11-25T09:15:00,LightBedroom,ON,100
2016-11-25T09:18:00,LightBedroom,OFF,0
2016-11-25T09:18:20,BedroomDoor,ON,100
2016-11-25T09:18:40,BedroomDoor,OFF,0
2016-11-25T09:18:45,Entrance,ON,100
2016-11-25T09:18:45,Corridor,ON,100
2016-11-25T09:18:50,Toilet,ON,100
2016-11-25T09:18:50,Entrance,OFF,0
2016-11-25T09:18:50,Corridor,OFF,0
2016-11-25T09:22:50,Toilet,OFF,0
2016-11-25T09:22:50,Corridor,ON,100
2016-11-25T09:22:50,Entrance,ON,100
2016-11-25T09:22:55,Kettle,ON,100
2016-11-25T09:23:00,Corridor,OFF,0
2016-11-25T09:24:00,Entrance,OFF,0
2016-11-25T09:24:05,Cupboard6,ON,100
2016-11-25T09:24:10,Cupboard6,OFF,0
2016-11-25T09:24:15,Radio,ON,100
2016-11-25T09:24:55,Kettle,OFF,0
2016-11-26T09:15:00,LightBedroom,ON,100
2016-11-26T09:18:00,LightBedroom,OFF,0
2016-11-26T09:18:20,BedroomDoor,ON,100
2016-11-26T09:18:40,BedroomDoor,OFF,0
2016-11-26T09:18:45,Entrance,ON,100
2016-11-26T09:18:45,Corridor,ON,100
2016-11-26T09:18:50,Toilet,ON,100
2016-11-26T09:18:50,Entrance,OFF,0
2016-11-26T09:18:50,Corridor,OFF,0
2016-11-26T09:22:50,Toilet,OFF,0
2016-11-26T09:22:50,Corridor,ON,100
2016-11-26T09:22:50,Entrance,ON,100
2016-11-26T09:22:55,Kettle,ON,100
2016-11-26T09:23:00,Corridor,OFF,0
2016-11-26T09:24:00,Entrance,OFF,0
2016-11-26T09:24:05,Cupboard6,ON,100
2016-11-26T09:24:10,Cupboard6,OFF,0
2016-11-26T09:24:15,Radio,ON,100
2016-11-26T09:24:55,Kettle,OFF,0
2016-11-27T09:15:00,LightBedroom,ON,100
2016-11-27T09:18:00,LightBedroom,OFF,0
2016-11-27T09:18:20,BedroomDoor,ON,100
2016-11-27T09:18:40,BedroomDoor,OFF,0
2016-11-27T09:18:45,Entrance,ON,100
2016-11-27T09:18:45,Corridor,ON,100
2016-11-27T09:18:50,Toilet,ON,100
2016-11-27T09:18:50,Corridor,OFF,0
2016-11-27T09:18:50,Entrance,OFF,0
2016-11-27T09:22:50,Toilet,OFF,0
2016-11-27T09:22:50,Corridor,ON,100
2016-11-27T09:22:50,Entrance,ON,100
2016-11-27T09:22:55,Kettle,ON,100
2016-11-27T09:24:00,Entrance,OFF,0
2016-11-27T09:23:00,Corridor,OFF,0
2016-11-27T09:24:05,Cupboard6,ON,100
2016-11-27T09:24:10,Cupboard6,OFF,0
2016-11-27T09:24:15,Radio,ON,100
2016-11-27T09:24:55,Kettle,OFF,0
2016-11-28T09:15:00,LightBedroom,ON,100
2016-11-28T09:18:00,LightBedroom,OFF,0
2016-11-28T09:18:20,BedroomDoor,ON,100
2016-11-28T09:18:40,BedroomDoor,OFF,0
2016-11-28T09:18:45,Entrance,ON,100
2016-11-28T09:18:45,Corridor,ON,100
2016-11-28T09:18:50,Toilet,ON,100
2016-11-28T09:18:50,Entrance,OFF,0
2016-11-28T09:18:50,Corridor,OFF,0
2016-11-28T09:22:50,Toilet,OFF,0
2016-11-28T09:22:50,Corridor,ON,100
2016-11-28T09:22:50,Entrance,ON,100
2016-11-28T09:22:55,Kettle,ON,100
2016-11-28T09:23:00,Corridor,OFF,0
2016-11-28T09:24:00,Entrance,OFF,0
2016-11-28T09:24:05,Cupboard6,ON,100
2016-11-28T09:24:10,Cupboard6,OFF,0
2016-11-28T09:24:15,Radio,ON,100
2016-11-28T09:24:55,Kettle,OFF,0
2016-11-29T09:15:00,LightBedroom,ON,100
2016-11-29T09:18:00,LightBedroom,OFF,0
2016-11-29T09:18:20,BedroomDoor,ON,100
2016-11-29T09:18:40,BedroomDoor,OFF,0
2016-11-29T09:18:45,Entrance,ON,100
2016-11-29T09:18:45,Corridor,ON,100
2016-11-29T09:18:50,Toilet,ON,100
2016-11-29T09:18:50,Entrance,OFF,0
2016-11-29T09:18:50,Corridor,OFF,0
2016-11-29T09:22:50,Toilet,OFF,0
2016-11-29T09:22:50,Corridor,ON,100
2016-11-29T09:22:50,Entrance,ON,100
2016-11-29T09:22:55,Kettle,ON,100
2016-11-29T09:23:00,Corridor,OFF,0
2016-11-29T09:24:00,Entrance,OFF,0
2016-11-29T09:24:05,Cupboard6,ON,100
2016-11-29T09:24:10,Cupboard6,OFF,0
2016-11-29T09:24:15,Radio,ON,100
2016-11-29T09:24:55,Kettle,OFF,0
2016-11-30T09:15:00,LightBedroom,ON,100
2016-11-30T09:18:00,LightBedroom,OFF,0
2016-11-30T09:18:20,BedroomDoor,ON,100
2016-11-30T09:18:40,BedroomDoor,OFF,0
2016-11-30T09:18:45,Entrance,ON,100
2016-11-30T09:18:45,Corridor,ON,100
2016-11-30T09:18:50,Toilet,ON,100
2016-11-30T09:18:50,Entrance,OFF,0
2016-11-30T09:18:50,Corridor,OFF,0
2016-11-30T09:22:50,Toilet,OFF,0
2016-11-30T09:22:50,Corridor,ON,100
2016-11-30T09:22:50,Entrance,ON,100
2016-11-30T09:22:55,Kettle,ON,100
2016-11-30T09:23:00,Corridor,OFF,0
2016-11-30T09:24:00,Entrance,OFF,0
